rank,artist,title,region,spotify_uri,dominant_emotion,dominant_score,low_confidence,emotion_love,emotion_longing,emotion_joy,emotion_heartbreak,emotion_grief,emotion_despair,emotion_hope,emotion_lonely,emotion_sensual,emotion_anger
167,"Luck Ra, Abel Pintos",QUE ME FALTE TODO,Argentina,1TyBUtMxdmRfXhW3MmbxtQ,longing,0.9911,False,0.5749,0.9911,0.0001,0.9875,0.9682,0.6779,0.0005,0.9775,0.0071,0.0024
168,Los Piojos,Tan Solo,Argentina,6Soxxi73U6SO4rOGJwYYxI,lonely,0.9743,False,0.0043,0.9071,0.0001,0.954,0.9424,0.9323,0.0002,0.9743,0.1396,0.0095
169,"Feid, ICON",FERXXO 151,Argentina,2Cl4HCBmPddQNZEncdoXp0,longing,0.9968,False,0.9724,0.9968,0.9248,0.0112,0.0339,0.006,0.9238,0.1855,0.9908,0.5131
170,Airbag,Solo aquí,Argentina,0OcYoSGA1CFGZcCuPLyfhj,lonely,0.9947,False,0.0269,0.9792,0.0002,0.9868,0.9541,0.9814,0.0014,0.9947,0.1802,0.3475
171,"Callejero Fino, La T y La M",Te invito a bailar,Argentina,17vFIehhv8hKSXYn5Ce4Pk,longing,0.9845,False,0.9819,0.9845,0.2289,0.0103,0.0089,0.0031,0.6116,0.0441,0.9714,0.0213
172,"Zion & Lennox, J Balvin",Otra Vez (feat. J Balvin),Argentina,3QwBODjSEzelZyVjxPOHdq,sensual,0.9701,False,0.6434,0.9501,0.2427,0.0959,0.0343,0.073,0.4794,0.3505,0.9701,0.054
173,"Blessd, Anuel AA, SOG",TE CANTO BAJITO,Argentina,3I1jcOmPwnzUR5yduDK3yb,love,0.9897,False,0.9897,0.9598,0.0422,0.0929,0.0236,0.0222,0.0562,0.1967,0.9882,0.3729
174,Maluma,El Perdedor,Argentina,1iEwyiSLAunPR6uouANE0O,longing,0.9667,False,0.929,0.9667,0.0063,0.8714,0.5993,0.5706,0.0333,0.775,0.7708,0.3628
175,Cosculluela,Manicomio,Argentina,3UVM7rdOSbm2vKDXB9SsWo,love,0.9918,False,0.9918,0.9052,0.2565,0.0043,0.0067,0.0078,0.2664,0.0605,0.7624,0.0171
176,DesaKTa2,La Diabla,Argentina,6PaIQ2qR59qiqXgjeTFwJA,sensual,0.7158,False,0.2959,0.6827,0.1128,0.3274,0.315,0.2819,0.1837,0.3821,0.7158,0.5907
177,Bad Bunny,Si Estuviésemos Juntos,Argentina,35wvL50xvKpCHEJPxLOLPI,longing,0.9908,False,0.9588,0.9908,0.0003,0.9792,0.8755,0.6144,0.008,0.9903,0.5126,0.0356
178,"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",Argentina,4dLLdfiniBhDP9dlJQIOi4,heartbreak,0.9789,False,0.0184,0.3725,0.0024,0.9789,0.9644,0.8881,0.0018,0.9594,0.1234,0.6439
179,"Eugenia Quevedo, La banda de Carlitos",Como Lo Hizo? - En Vivo,Argentina,3KAdpFK7rveKAAwpgjwhNn,heartbreak,0.9659,False,0.4676,0.7841,0.0144,0.9659,0.932,0.7773,0.359,0.909,0.3713,0.6764
181,"Cosculluela, Bad Bunny",Madura,Argentina,5n2XTRsYFlZwNBp06KAjDX,longing,0.6735,False,0.1968,0.6735,0.0175,0.2093,0.1136,0.081,0.0504,0.4281,0.6578,0.3725
182,"Indio Solari, Los Fundamentalistas del Aire Acondicionado",Había una Vez...,Argentina,3ayHT7okY784fCWMYDbspt,longing,0.9569,False,0.5535,0.9569,0.0158,0.8216,0.6989,0.2822,0.8399,0.6632,0.14,0.1743
183,Mancha De Rolando,Arde la Ciudad,Argentina,3SyKG06yOK3omo29EwZ8dP,longing,0.9671,False,0.1021,0.9671,0.0173,0.9333,0.9203,0.7478,0.0015,0.7841,0.4495,0.9047
184,"J Balvin, Bad Bunny",QUE PRETENDES,Argentina,25ZAibhr3bdlMCLmubZDVt,sensual,0.8609,False,0.3146,0.8494,0.0782,0.5242,0.3876,0.459,0.1931,0.484,0.8609,0.559
186,"JHAYCO, J Balvin, Bad Bunny",No Me Conoce - Remix,Argentina,2beS6dD5rovBxSA1zYoSHR,sensual,0.7709,False,0.3468,0.573,0.0693,0.0249,0.0178,0.0435,0.0435,0.4137,0.7709,0.2944
188,Patricio Rey y sus Redonditos de Ricota,Tarea Fina,Argentina,4mZHvbJWkK9uVmD9SvHKao,heartbreak,0.9695,False,0.0008,0.8119,0.0001,0.9695,0.8912,0.3362,0.0001,0.9341,0.0017,0.1558
189,Babasonicos,En Privado,Argentina,0ZyNiSXRbq68lmBjV0vJkR,longing,0.9719,False,0.2473,0.9719,0.0061,0.638,0.2648,0.0981,0.0265,0.5927,0.6206,0.2396
190,RAYE,WHERE IS MY HUSBAND!,Argentina,55lijDD6OAjLFFUHU9tcDm,lonely,0.9819,False,0.5872,0.9785,0.1556,0.5963,0.4948,0.4988,0.6148,0.9819,0.9212,0.4029
191,"J Balvin, Bad Bunny",Si Tu Novio Te Deja Sola,Argentina,2joKSGkqac0LIwYG9Ghrwq,lonely,0.9782,False,0.4084,0.9661,0.0178,0.8418,0.8019,0.707,0.2292,0.9782,0.7233,0.9492
192,Airbag,Verte De Cerca,Argentina,3pevHGhwL0brjFQfPABwns,longing,0.9927,False,0.0006,0.9927,0.0002,0.8683,0.7326,0.9023,0.0017,0.9388,0.5299,0.918
193,Viejas Locas,Me Gustas Mucho,Argentina,2kB1rqoTaZ3j6ChtIWGurm,sensual,0.986,False,0.859,0.9376,0.4821,0.0021,0.0102,0.0007,0.1546,0.0129,0.986,0.0025
194,"PEPU, Nico Valdi, Pizzu",FAR AWAY,Argentina,3pcXMfSwwXGcucdrDb6Awd,longing,0.9944,False,0.9779,0.9944,0.1839,0.3733,0.0428,0.0278,0.5497,0.8495,0.9824,0.4508
195,Airbag,Ganas de Verte,Argentina,3JCian69xIfy8A4799Og5f,heartbreak,0.9589,False,0.0206,0.9574,0.0003,0.9589,0.9273,0.8588,0.0246,0.9362,0.2814,0.2163
196,La T y La M,Como Se Siente,Argentina,0tQDrJxQcB5zKGrHx43xUj,longing,0.8725,False,0.3285,0.8725,0.56,0.2088,0.4977,0.4002,0.2379,0.5784,0.721,0.5921
197,"Maria Becerra, Rei, XROSS",MI AMOR,Argentina,1CSdu8EHZzV0DjYB6RNXbX,longing,0.968,False,0.9591,0.968,0.3059,0.4881,0.4346,0.1573,0.2946,0.1388,0.954,0.0025
198,Bad Bunny,TURiSTA,Argentina,7tCuCjhxzjX2XCz4JiiAsp,heartbreak,0.9849,False,0.8875,0.9077,0.0004,0.9849,0.9441,0.1775,0.0138,0.949,0.5676,0.0655
199,Beéle,quédate,Argentina,6VfL3MEuYeJbDlD8m011HR,longing,0.9926,False,0.9728,0.9926,0.013,0.9825,0.9396,0.4405,0.1122,0.9761,0.9151,0.3387
200,"PinkPantheress, Zara Larsson",Stateside + Zara Larsson,Argentina,1DwscornXpj8fmOmYVlqZt,longing,0.9689,False,0.4887,0.9689,0.0235,0.7436,0.4844,0.5873,0.595,0.9452,0.8013,0.6159
1,Jin,Don’t Say You Love Me,Japan,27xkOIER6uDLKALIelHylZ,heartbreak,0.9816,False,0.0036,0.7414,0.0002,0.9816,0.9341,0.9381,0.0021,0.8527,0.0424,0.6914
2,Kenshi Yonezu,IRIS OUT,Japan,59hVbgr8rfYkDbHfr8RcGI,love,0.9957,False,0.9957,0.9809,0.2118,0.8867,0.2761,0.1096,0.0111,0.016,0.9668,0.0593
3,Mrs. GREEN APPLE,lulu.,Japan,0vE1WglBbhmd5wDO49lcih,longing,0.9195,False,0.7392,0.9195,0.0015,0.3699,0.3062,0.0203,0.0371,0.8853,0.3947,0.0116
4,M!LK,Bakuretsu Aishiteru,Japan,1F1hibBCtNeObRMmEMLHNh,love,0.9896,False,0.9896,0.4374,0.4357,0.0005,0.0008,0.0002,0.2314,0.0054,0.7992,0.0008
5,HANA,Blue Jeans,Japan,6hnk0Fesq9JOhWpck8HJsj,longing,0.9438,False,0.8884,0.9438,0.022,0.4662,0.1477,0.0723,0.1081,0.6773,0.8272,0.0241
6,M!LK,Sukisugite METSU!,Japan,0vDqNzQqEhl7boeRS3Joli,love,0.9891,False,0.9891,0.9321,0.6013,0.0085,0.0353,0.0103,0.1374,0.0163,0.7618,0.0214
7,HANA,ROSE,Japan,3920QegiL2PHmaYYBVwexC,sensual,0.9218,False,0.3567,0.6366,0.1213,0.7119,0.098,0.0733,0.2877,0.1152,0.9218,0.741
8,ARASHI,Five,Japan,2cIqVZFyBH8h5dnrzBvtre,longing,0.9003,False,0.0018,0.9003,0.0022,0.4695,0.6723,0.4424,0.0133,0.6154,0.8836,0.2444
9,Mrs. GREEN APPLE,ライラック,Japan,21VsLvoE7elUmJZLSawaMh,love,0.9332,False,0.9332,0.6968,0.007,0.5424,0.3797,0.3695,0.1156,0.7825,0.1936,0.0184
10,King Gnu,AIZO,Japan,65X2koe1LhDgQmRkNdJFv9,love,0.9497,False,0.9497,0.8639,0.0038,0.9419,0.7516,0.8684,0.0088,0.9142,0.8143,0.4542
11,back number,花束,Japan,3QIAwtEEDOrv0g5NKCGrXZ,longing,0.9305,False,0.9141,0.9305,0.2959,0.0939,0.0932,0.0189,0.512,0.3046,0.8529,0.0386
12,CHANMINA,SAD SONG,Japan,2zxK14g3shGRbgjUmKaj2x,heartbreak,0.9832,False,0.0241,0.8997,0.0002,0.9832,0.9779,0.9462,0.0005,0.9771,0.0221,0.0029
13,back number,ブルーアンバー,Japan,35MeePbBnryubkVG0v8GbI,heartbreak,0.39,False,0.0374,0.0527,0.0002,0.39,0.2188,0.0113,0.0002,0.1549,0.0267,0.0007
14,BE:FIRST,夢中,Japan,7KNY1e9x1MDvpBAmIAN3tz,love,0.9954,False,0.9954,0.9634,0.2304,0.2013,0.0876,0.0013,0.2504,0.0789,0.9624,0.0006
15,Mrs. GREEN APPLE,Soranji,Japan,3YML5IHoqWbw9c9vJJvrvM,longing,0.9659,False,0.6481,0.9659,0.0501,0.1205,0.0558,0.0126,0.867,0.0633,0.6719,0.0223
16,HANA,Cold Night,Japan,79wd94vXLJngCwTAVtzYvr,longing,0.6459,False,0.0035,0.6459,0.0165,0.0387,0.0157,0.0618,0.1056,0.5972,0.1062,0.0332
17,back number,ハッピーエンド,Japan,4GqO80eGXA542oTvlYv4LS,love,0.9634,False,0.9634,0.8105,0.0105,0.5412,0.249,0.0317,0.0416,0.7148,0.3955,0.0136
18,"Mrs. GREEN APPLE, Sonoko Inoue",点描の唄,Japan,1sIIlVrnPhrvmTrHtzM7tV,longing,0.9925,False,0.9773,0.9925,0.4313,0.2648,0.4995,0.0055,0.9496,0.2638,0.7605,0.0097
19,Mrs. GREEN APPLE,ダーリン,Japan,7ikOwlVju9HYUKthPiNHwr,lonely,0.9936,False,0.8494,0.9844,0.0071,0.9509,0.837,0.9686,0.1805,0.9936,0.5083,0.2807
20,HANA,NON STOP,Japan,2q910scaHhg6GmqnUKOGHU,anger,0.9318,False,0.0343,0.5968,0.2176,0.0056,0.0128,0.0085,0.1892,0.0872,0.8708,0.9318
21,HANA,Drop,Japan,3OOKZkrUWnMdWJFAvy0b58,longing,0.9422,False,0.0671,0.9422,0.0407,0.1313,0.0512,0.0594,0.2378,0.8735,0.8168,0.3968
22,Jimin,Who,Japan,7tI8dRuH2Yc6RuoTjxo4dU,longing,0.9914,False,0.9384,0.9914,0.0168,0.9358,0.7776,0.6323,0.4891,0.9746,0.5719,0.4749
23,back number,高嶺の花子さん,Japan,2jdbZGFp8KVTuk0YxDNL4l,longing,0.9745,False,0.9437,0.9745,0.0078,0.0657,0.0614,0.2304,0.2488,0.5907,0.2774,0.109
24,back number,水平線,Japan,3RvdkNMcSy71m0aT6UF9Uf,heartbreak,0.9903,False,0.0047,0.9606,0.0001,0.9903,0.9885,0.9421,0.0005,0.9768,0.0044,0.0105
25,"Kenshi Yonezu, Hikaru Utada",JANE DOE,Japan,4oE7MyJhqSD3BaHRpNs8Nl,longing,0.9712,False,0.7162,0.9712,0.2052,0.688,0.4658,0.1403,0.2212,0.9301,0.946,0.0667
26,AiNA THE END,革命道中 - On The Way,Japan,1oFqKeepmT5S8BCGqJl7Ar,longing,0.8471,False,0.2765,0.8471,0.0279,0.2088,0.1329,0.0848,0.2939,0.3717,0.6814,0.2568
27,HANA,ALL IN,Japan,6lOUOvcscCHUofusbjbYV2,love,0.933,False,0.933,0.6362,0.3478,0.0138,0.0497,0.0038,0.6801,0.0805,0.7333,0.1036
28,Mrs. GREEN APPLE,僕のこと,Japan,0tnhoHUrHfcLi9hPknUFZ4,love,0.8498,False,0.8498,0.1328,0.7589,0.0033,0.003,0.0011,0.1012,0.7525,0.69,0.0019
29,HANA,Bloom,Japan,2ezkOPL49H0ZrQYM6y328n,sensual,0.6173,False,0.2048,0.281,0.0389,0.2771,0.0765,0.0237,0.0267,0.3679,0.6173,0.1197
30,CHANMINA,ハレンチ,Japan,2BfzhBl79bcPOHHXAXJkTY,longing,0.9287,False,0.4511,0.9287,0.1578,0.782,0.7603,0.3702,0.2195,0.8258,0.8655,0.7443
31,Vaundy,Kaiju no Hanauta,Japan,7dTW21YAJxnAOiUh7Rtu9S,longing,0.9878,False,0.3381,0.9878,0.0985,0.0363,0.0446,0.0219,0.1765,0.4983,0.7349,0.0509
32,Number_i,3XL,Japan,3sNbkM4pIy1l7p6K2lhpvm,love,0.9962,False,0.9962,0.8752,0.3355,0.019,0.0108,0.0011,0.4269,0.0361,0.8835,0.0068
33,back number,HAPPY BIRTHDAY,Japan,4FMz2RFrbDGzJO7K4D0vS3,longing,0.9895,False,0.4314,0.9895,0.0071,0.9714,0.9328,0.8823,0.0113,0.9876,0.207,0.3474
34,Mrs. GREEN APPLE,青と夏,Japan,5BC6kr6etk2Y9J62AyI4i3,lonely,0.9959,False,0.9711,0.9731,0.0448,0.8016,0.6905,0.1431,0.1252,0.9959,0.8252,0.165
35,King & Prince,Theater,Japan,6iltt0n1DkQ0AtCcwxXNZJ,longing,0.9203,False,0.0471,0.9203,0.0487,0.6683,0.3862,0.781,0.2784,0.7625,0.6877,0.4302
36,HANA,My Body,Japan,2AdYT7oPiAASC46qF43dia,longing,0.9651,False,0.8215,0.9651,0.2612,0.5131,0.3236,0.3587,0.3713,0.863,0.9611,0.6108
37,sakanaction,Kaiju,Japan,6FhWelfRDMFZRtFUU6SIdC,lonely,0.9958,False,0.0847,0.9354,0.0085,0.2461,0.3394,0.373,0.0945,0.9958,0.6588,0.3541
38,Mrs. GREEN APPLE,ケセラセラ,Japan,0teqQ0PYqVDyyXJuPOyMhu,lonely,0.964,False,0.9433,0.87,0.0054,0.9609,0.8979,0.3699,0.1029,0.964,0.2934,0.5895
39,back number,どうしてもどうしても,Japan,6hlYmR30RGaHIz4UlVOG2U,love,0.842,False,0.842,0.7643,0.0169,0.101,0.0465,0.0018,0.0074,0.3992,0.1795,0.0211
40,back number,ヒロイン,Japan,3hBAYbAECEix9raaTq8S3H,lonely,0.9865,False,0.5595,0.9256,0.0179,0.7791,0.3942,0.1102,0.0386,0.9865,0.3633,0.0161
41,Snow Man,カリスマックス - CHARISMAX,Japan,76OElzXqlyLCdlSypwSKBy,love,0.9677,False,0.9677,0.3809,0.2237,0.0073,0.0102,0.0083,0.1942,0.0425,0.7151,0.265
42,Mrs. GREEN APPLE,クスシキ,Japan,57zS3lPil2VxdlBLXHu8l2,lonely,0.7906,False,0.6704,0.6655,0.0123,0.6804,0.3506,0.2034,0.0676,0.7906,0.4038,0.0486
43,CHANMINA,Never Grow Up,Japan,5aDgM8rYPT15CqjkN1EIKq,love,0.7302,False,0.7302,0.4073,0.0002,0.2902,0.0798,0.0386,0.0009,0.3596,0.2063,0.0077
44,natori,セレナーデ,Japan,0CWAQlHsvfqcKJVVz9up2R,lonely,0.683,False,0.4042,0.6135,0.0265,0.476,0.3476,0.1703,0.5302,0.683,0.5778,0.1101
45,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",Golden,Japan,1CPZ5BxNNd0n0nF4Orb9JS,lonely,0.9883,False,0.2997,0.9653,0.4684,0.3909,0.1807,0.2134,0.9153,0.9883,0.7861,0.1011
46,back number,恋,Japan,7f9DsQEsIoeTwKxV6shsom,longing,0.9814,False,0.9571,0.9814,0.01,0.7224,0.4032,0.0469,0.0336,0.9221,0.3427,0.0214
47,Lilas,恋風,Japan,3gw8n3DG28VaYGuVc3lqxl,longing,0.9784,False,0.96,0.9784,0.0029,0.6194,0.2308,0.0141,0.6314,0.9608,0.8987,0.0025
48,HANA,Tiger,Japan,20VZXnRzvcS0qVMOThjjmM,anger,0.9254,False,0.0167,0.5537,0.0512,0.0555,0.0871,0.028,0.3617,0.1723,0.5702,0.9254
49,CHANMINA,TEST ME,Japan,1chmVQLbEPT5890S0X55pe,grief,0.9012,False,0.0118,0.0749,0.0002,0.8906,0.9012,0.8405,0.0006,0.2652,0.0073,0.3889
50,Number_i,GOD_i,Japan,0burgYTcpItZGiRjvWhJjM,longing,0.9536,False,0.7582,0.9536,0.0301,0.9004,0.5787,0.1985,0.2269,0.4766,0.7,0.2142
51,Number_i,LAVALAVA,Japan,7vgZhgyZBkGJvuh37tJnJo,sensual,0.9665,False,0.8581,0.908,0.0141,0.7458,0.4737,0.5929,0.0137,0.3377,0.9665,0.1588
52,HANA,Burning Flower,Japan,5a3s0iaDfGW06yLfwFnmT7,sensual,0.8075,False,0.5545,0.355,0.092,0.0017,0.0051,0.0058,0.1833,0.1548,0.8075,0.1051
53,HANA,BAD LOVE,Japan,6M4fRouHq1Zxtl05ifoeAL,heartbreak,0.9933,False,0.0833,0.9132,0.0004,0.9933,0.9492,0.7058,0.0032,0.8056,0.0558,0.3513
54,sakanaction,IRANAI,Japan,7lT3oj3gxE6AJb87ZK8up7,longing,0.9723,False,0.1534,0.9723,0.0049,0.4592,0.1125,0.6441,0.0914,0.9501,0.7055,0.7814
55,back number,君の恋人になったら,Japan,0k4KaqElLVjdR6sVHPTS6h,love,0.9843,False,0.9843,0.97,0.2648,0.0345,0.0192,0.0039,0.2518,0.5405,0.7983,0.0384
56,Mrs. GREEN APPLE,GOOD DAY,Japan,61UOoqGI1B9qdeD5Dzupyb,hope,0.9109,False,0.0864,0.5195,0.015,0.3397,0.453,0.1676,0.9109,0.0962,0.7598,0.009
57,back number,瞬き,Japan,7hIfpcdUZcyCKHYy8gp49E,love,0.943,False,0.943,0.9201,0.2195,0.0075,0.0085,0.0027,0.3242,0.1731,0.739,0.0035
58,Remioromen,Sangatsu Kokonoka,Japan,4g066xFUp3cTUuTfOCPytT,longing,0.6486,False,0.3962,0.6486,0.0775,0.4941,0.55,0.3883,0.2665,0.6376,0.6386,0.5615
59,Sukima Switch,奏(かなで),Japan,5RbMlPFL4gVyEHW2lEOuzG,anger,0.8004,False,0.5181,0.7278,0.1035,0.6538,0.7752,0.3808,0.1747,0.6292,0.7886,0.8004
60,back number,幸せ,Japan,1YVuXOCjN1GkGYqZ8RCcF3,love,0.9812,False,0.9812,0.9351,0.6957,0.1581,0.0601,0.0199,0.1955,0.7518,0.7517,0.0472
61,Superfly,愛をこめて花束を,Japan,7CmWXD3w1xOO53AAO4LRVQ,love,0.9512,False,0.9512,0.8711,0.4298,0.0219,0.0136,0.0012,0.5924,0.105,0.8296,0.0012
62,IVE,BANG BANG,Japan,7pBE8YpFoZ9ankC2Ci5z9X,anger,0.9704,False,0.449,0.7769,0.1298,0.1221,0.0938,0.0775,0.2921,0.2981,0.9029,0.9704
63,back number,オールドファッション,Japan,0Xn30nT5EKFPsWvpiJ2Iav,longing,0.6273,False,0.4061,0.6273,0.0013,0.0917,0.0543,0.0113,0.0067,0.2854,0.3236,0.0009
64,Aimyon,Marigold,Japan,2cKiHG16JBiqHdi7Llq0r7,longing,0.9876,False,0.9863,0.9876,0.2092,0.0528,0.0457,0.0022,0.0076,0.3619,0.9273,0.0009
66,Hearts2Hearts,RUDE!,Japan,0WA27lZzPKFJKAbiDRmQDc,sensual,0.6911,False,0.0665,0.4169,0.256,0.0127,0.0113,0.0171,0.1427,0.4207,0.6911,0.4446
67,Aimyon,愛を伝えたいだとか,Japan,0N8Xztr4pBHJ7V0moJWhbO,anger,0.8079,False,0.2878,0.6657,0.0691,0.5772,0.5543,0.4151,0.407,0.5959,0.8057,0.8079
68,=LOVE,とくべチュ、して,Japan,2XS2jEncSJsetNZdVtlpeo,love,0.9951,False,0.9951,0.9852,0.6683,0.1264,0.0491,0.0126,0.8102,0.1729,0.9878,0.0155
69,M!LK,E Jan,Japan,0jj4mLjwYcos3PPzjQwVzh,love,0.8586,False,0.8586,0.444,0.415,0.1343,0.1197,0.0098,0.3986,0.153,0.6519,0.0057
70,BellyJay,MONTAGEM HIKARI,Japan,0XqgE9UN4MCo5ooIwUYm7l,sensual,0.8759,False,0.5659,0.7695,0.0804,0.4379,0.4754,0.2066,0.3603,0.5445,0.8759,0.4794
71,KANA-BOON,シルエット,Japan,1di1C0QI6Y92yZPYn6XYAZ,longing,0.9443,False,0.6703,0.9443,0.0211,0.2109,0.1813,0.0658,0.6544,0.5263,0.3215,0.0503
72,Aimyon,君はロックを聴かない,Japan,59eluCMn0XbOWqeWQ91FTM,sensual,0.6089,False,0.1772,0.4634,0.0469,0.2895,0.2069,0.2162,0.0893,0.435,0.6089,0.3141
73,Mrs. GREEN APPLE,インフェルノ,Japan,2vOAHp8PBBFYqvQUWSoITY,sensual,0.3384,False,0.0511,0.1356,0.0121,0.1779,0.0638,0.0049,0.0319,0.0703,0.3384,0.0042
75,Snow Man,オドロウゼ！,Japan,0MV9cdI2SS1s0tIkl9fTR8,longing,0.9938,False,0.6796,0.9938,0.9467,0.0014,0.0016,0.0027,0.988,0.0162,0.9823,0.0267
76,Fujii Kaze,Kirari,Japan,3L7ISJTvKx56uhsF28aJ4p,lonely,0.9802,False,0.9776,0.8986,0.2278,0.805,0.6783,0.0943,0.7042,0.9802,0.8803,0.0349
78,SPITZ,楓,Japan,0b7IBgZjedM53ufZV4f4CL,longing,0.9763,False,0.9084,0.9763,0.288,0.6379,0.6101,0.0296,0.6969,0.861,0.7366,0.012
79,SPITZ,チェリー,Japan,1ihCiJaXRl4f6Sy4LJov5z,longing,0.9673,False,0.8622,0.9673,0.1088,0.8048,0.6904,0.0213,0.149,0.4938,0.2958,0.0376
80,XG,HYPNOTIZE,Japan,3fEX9NgOeklq816Fw00uoo,sensual,0.9275,False,0.553,0.7531,0.1099,0.0253,0.0214,0.1137,0.1723,0.2442,0.9275,0.0688
81,OFFICIAL HIGE DANDISM,Pretender,Japan,15HNdxGKNCIO9pgaY4n7FU,lonely,0.7996,False,0.1888,0.4104,0.0044,0.7774,0.7364,0.0511,0.0051,0.7996,0.2979,0.0047
82,Mrs. GREEN APPLE,ダンスホール,Japan,4QIKSlDV5YIjr0kqT1Ad32,love,0.9649,False,0.9649,0.7999,0.1791,0.5117,0.1363,0.0104,0.5905,0.0922,0.5681,0.7292
83,Yorushika,晴る,Japan,6kFIakexzgsZwsfWDmb36o,heartbreak,0.9608,False,0.3742,0.8988,0.0166,0.9608,0.7675,0.5831,0.0819,0.9191,0.8869,0.2315
84,Kenshi Yonezu,アイネクライネ,Japan,45YBVp6zMwQZRbUDcPzmMB,longing,0.91,False,0.1072,0.91,0.0275,0.8318,0.8274,0.2329,0.0277,0.5096,0.0879,0.1547
85,Yuuri,ドライフラワー,Japan,4kPlQKwtPrnqLgrmmKFSlA,heartbreak,0.6545,False,0.056,0.3068,0.0008,0.6545,0.4877,0.3386,0.0031,0.5813,0.3195,0.0502
86,back number,怪盗,Japan,014Dp0tBp4d9uuFAvH1mlc,love,0.9252,False,0.9252,0.856,0.7371,0.0611,0.0232,0.0025,0.6974,0.1049,0.8886,0.0289
87,Mrs. GREEN APPLE,春愁,Japan,5SHguvOUbyPTINNjCvRo8K,sensual,0.4659,False,0.4043,0.1067,0.0908,0.0254,0.021,0.0085,0.0697,0.1964,0.4659,0.0176
88,Macaroni Empitsu,なんでもないよ、,Japan,5W7Y92LB4jWvu9NeEQ0GZl,longing,0.7751,False,0.0011,0.7751,0.0005,0.0312,0.0497,0.2184,0.0915,0.7365,0.1919,0.0966
89,Omoinotake,幾億光年,Japan,5Ak1F5nGzM4KRhE0H1Q3CP,love,0.9099,False,0.9099,0.8685,0.3054,0.2981,0.3197,0.0979,0.4385,0.3624,0.8055,0.6753
90,King Gnu,白日,Japan,172fMG26G2OoEzzg0wn26r,anger,0.4949,False,0.0063,0.2252,0.0053,0.0494,0.1209,0.3667,0.12,0.3038,0.2546,0.4949
91,Mr.Children,HANABI,Japan,77lmDcPPyY6kK907gdgC6i,lonely,0.9618,False,0.047,0.9302,0.0008,0.9369,0.9016,0.7577,0.0686,0.9618,0.0535,0.0445
92,RADWIMPS,Seikai,Japan,6vg9UGXRVL4YKNVqVMmOKF,lonely,0.8301,False,0.5742,0.8089,0.3236,0.5049,0.5095,0.2909,0.2757,0.8301,0.3957,0.0541
93,RADWIMPS,me me she,Japan,0BYa5V0RyOYthDeCMUBJQZ,love,0.9243,False,0.9243,0.8924,0.0486,0.5233,0.2313,0.0512,0.1107,0.7725,0.5087,0.0249
94,CHANMINA,B-list,Japan,0mBPNrXQjNv3NfzqrljAZZ,lonely,0.8283,False,0.2434,0.6182,0.0057,0.6914,0.2288,0.4825,0.1098,0.8283,0.7101,0.4216
95,"Disney, Shakira",Zoo,Japan,3vJIaiTIHxHhYafTSPNiH4,love,0.91,False,0.91,0.4289,0.9005,0.0022,0.0029,0.0028,0.548,0.0385,0.8979,0.0841
96,King Gnu,SPECIALZ,Japan,5oQpH1uuZte4axR411rIlN,longing,0.916,False,0.9005,0.916,0.0501,0.1026,0.0151,0.0215,0.0528,0.1123,0.8911,0.044
97,BLACKPINK,GO,Japan,3FZPp9lBUvhsxFxKJi3VkB,heartbreak,0.9808,False,0.9629,0.9229,0.0221,0.9808,0.8478,0.6763,0.407,0.7968,0.8399,0.2018
98,GReeeeN,キセキ,Japan,7ztdl6cnbJgHRdMkKldkts,love,0.9714,False,0.9714,0.8645,0.7878,0.0006,0.0006,0.0003,0.8464,0.0083,0.662,0.0004
99,Vaundy,Tokimeki,Japan,3e0Td8QexmD5l3DJzXbbcC,sensual,0.1626,True,0.0008,0.003,0.0003,0.0175,0.0058,0.0004,0.0016,0.0014,0.1626,0.0001
100,sakanaction,新宝島,Japan,4a48lWUd64bZgHUDx0GZlj,sensual,0.6284,False,0.2183,0.3766,0.0732,0.1029,0.1044,0.0658,0.1369,0.1871,0.6284,0.1947
101,SPITZ,ロビンソン,Japan,0sVnyL71jTOuMt9TZ59bws,longing,0.9117,False,0.8261,0.9117,0.3304,0.1333,0.0661,0.0116,0.7379,0.2524,0.8745,0.0311
102,Kenshi Yonezu,さよーならまたいつか！- Sayonara,Japan,5pN2AyWwjzwRoI7gukEVNd,sensual,0.9116,False,0.561,0.8314,0.1397,0.7119,0.7088,0.6122,0.48,0.8064,0.9116,0.8707
103,Novelbright,ツキミソウ,Japan,6sElEqOIGENWjpxGFeo5ct,heartbreak,0.9934,False,0.6179,0.9582,0.0002,0.9934,0.9884,0.9047,0.001,0.9838,0.1094,0.1019
104,back number,クリスマスソング,Japan,5P8ZvBQoCrujjNcLAxO3Su,longing,0.9967,False,0.9553,0.9967,0.0018,0.8811,0.6137,0.0434,0.0651,0.9458,0.8242,0.0073
105,Vaundy,Fukakoryoku,Japan,6AncLCxf4U7ivJEaqih9zA,sensual,0.9721,False,0.9686,0.7473,0.3899,0.1982,0.0706,0.0597,0.1991,0.7678,0.9721,0.1723
106,Fujii Kaze,Tabiji,Japan,7uSLJCDetmdm3tQcoYLyty,longing,0.8807,False,0.6403,0.8807,0.0201,0.1415,0.043,0.01,0.2617,0.3452,0.1667,0.0069
